month,format,device_type,bid_type,network_id,advertiser_category,spend,impressions,clicks,measurable_imps,viewable_imps,engagements,video_start,video_complete,conversions,CPM,clickthrough_rate,viewability,engagement_rate,video_completion_rate,conversion_rate
Jan-2023,display,desktop,cpc,106,Shopping,27.99,5910,11,5128,2893,1,0,0,0,4.7358,0.001861,0.5642,0.0909,,0.0
Jan-2023,display,desktop,cpc,125,Automotive,346.27,72186,145,47491,20091,15,0,0,1,4.7969,0.002009,0.423,0.1034,,0.006897
Jan-2023,display,desktop,cpc,125,Real Estate,6.68,1363,2,1077,588,0,0,0,0,4.9012,0.001467,0.546,,,0.0
Jan-2023,display,desktop,cpc,125,News,796.81,340618,683,323558,175631,170,0,0,1,2.3393,0.002005,0.5428,0.2489,,0.001464
Jan-2023,display,desktop,cpc,125,Business,45.63,13245,9,11017,6222,0,0,0,0,3.4447,0.00068,0.5648,,,0.0
Jan-2023,display,desktop,cpc,116,Hobbies & Interests,357.68,91370,100,77798,33742,13,0,0,0,3.9147,0.001094,0.4337,0.13,,0.0
Jan-2023,display,desktop,cpc,116,Food & Drink,927.65,248769,363,191812,106025,18,0,0,1,3.729,0.001459,0.5528,0.0496,,0.002755
Jan-2023,display,desktop,cpc,116,Automotive,144.56,33626,52,24005,12622,2,0,0,0,4.2989,0.001546,0.5258,0.0385,,0.0
Jan-2023,display,desktop,cpc,116,News,656.66,200128,247,150991,84109,34,0,0,0,3.2812,0.001234,0.557,0.1377,,0.0
Jan-2023,display,desktop,cpc,116,Arts & Entertainment,4.14,1256,1,1174,646,0,0,0,0,3.2933,0.000796,0.5503,,,0.0
Jan-2023,display,desktop,cpc,116,Shopping,4.81,1387,3,1038,511,0,0,0,0,3.4688,0.002163,0.4923,,,0.0
Jan-2023,display,desktop,cpc,116,Real Estate,64.51,26945,18,18742,8171,0,0,0,0,2.394,0.000668,0.436,,,0.0
Jan-2023,display,desktop,cpc,116,Business,55.45,11808,15,8285,4309,0,0,0,0,4.6962,0.00127,0.5201,,,0.0
Jan-2023,display,desktop,cpc,120,Shopping,11.75,4424,4,2993,1327,0,0,0,0,2.655,0.000904,0.4434,,,0.0
Jan-2023,display,desktop,cpc,120,Travel,39.49,10992,18,9780,4128,2,0,0,0,3.593,0.001638,0.4221,0.1111,,0.0
Jan-2023,display,desktop,cpc,120,Automotive,15.96,3447,7,2526,1074,1,0,0,0,4.6311,0.002031,0.4252,0.1429,,0.0
Jan-2023,display,desktop,cpc,120,Technology & Computing,36.9,11460,15,8717,4467,1,0,0,0,3.2202,0.001309,0.5124,0.0667,,0.0
Jan-2023,display,desktop,cpc,120,Real Estate,24.12,10562,9,9701,5115,1,0,0,0,2.2841,0.000852,0.5273,0.1111,,0.0
Jan-2023,display,desktop,cpc,120,Food & Drink,86.93,23654,20,18052,8267,0,0,0,0,3.6749,0.000846,0.458,,,0.0
Jan-2023,display,desktop,cpc,87,Food & Drink,14.79,5332,5,4890,2125,0,0,0,0,2.7742,0.000938,0.4346,,,0.0
Jan-2023,display,desktop,cpc,87,Hobbies & Interests,71.18,29354,41,25644,13015,4,0,0,0,2.425,0.001397,0.5075,0.0976,,0.0
Jan-2023,display,desktop,cpc,87,Shopping,1272.34,427388,471,350985,181376,47,0,0,16,2.977,0.001102,0.5168,0.0998,,0.03397
Jan-2023,display,desktop,cpc,87,Automotive,5.92,2402,1,1677,761,0,0,0,0,2.4666,0.000416,0.4538,,,0.0
Jan-2023,display,desktop,cpc,87,Real Estate,218.82,82034,169,66230,28380,19,0,0,1,2.6674,0.00206,0.4285,0.1124,,0.005917
Jan-2023,display,desktop,cpc,87,Business,94.91,19369,38,14088,7656,2,0,0,0,4.9,0.001962,0.5434,0.0526,,0.0
Jan-2023,display,desktop,cpc,87,Health & Fitness,27.83,5813,8,4266,2155,1,0,0,0,4.7875,0.001376,0.5052,0.125,,0.0
Jan-2023,display,desktop,cpc,87,Education,27.17,7537,6,6279,2724,0,0,0,0,3.6047,0.000796,0.4338,,,0.0
Jan-2023,display,desktop,cpc,141,Real Estate,3.02,1156,1,769,383,0,0,0,0,2.6141,0.000865,0.498,,,0.0
Jan-2023,display,desktop,cpc,141,Travel,527.53,182202,305,150989,80718,39,0,0,2,2.8953,0.001674,0.5346,0.1279,,0.006557
Jan-2023,display,desktop,cpc,141,Shopping,33.31,10542,22,9904,5403,1,0,0,0,3.1596,0.002087,0.5455,0.0455,,0.0
Jan-2023,display,desktop,cpc,141,Automotive,131.97,34801,68,30923,13538,4,0,0,0,3.7923,0.001954,0.4378,0.0588,,0.0
Jan-2023,display,desktop,cpc,141,Business,59.44,22501,43,18156,9436,4,0,0,0,2.6419,0.001911,0.5197,0.093,,0.0
Jan-2023,display,desktop,cpc,132,Arts & Entertainment,883.14,258780,292,191604,93536,56,0,0,1,3.4127,0.001128,0.4882,0.1918,,0.003425
Jan-2023,display,desktop,cpc,132,Shopping,40.46,14285,29,11614,5526,6,0,0,0,2.8324,0.00203,0.4758,0.2069,,0.0
Jan-2023,display,desktop,cpc,132,Business,5.35,2079,3,1684,863,0,0,0,0,2.5718,0.001443,0.5125,,,0.0
Jan-2023,display,desktop,cpc,132,Food & Drink,608.25,233352,235,203759,92662,6,0,0,2,2.6066,0.001007,0.4548,0.0255,,0.008511
Jan-2023,display,desktop,cpc,132,Technology & Computing,221.48,70524,135,63749,27619,6,0,0,0,3.1405,0.001914,0.4332,0.0444,,0.0
Jan-2023,display,desktop,cpc,132,Health & Fitness,239.82,54292,39,47053,21256,7,0,0,0,4.4171,0.000718,0.4517,0.1795,,0.0
Jan-2023,display,desktop,cpc,132,Travel,180.96,62675,67,57819,25690,10,0,0,0,2.8873,0.001069,0.4443,0.1493,,0.0
Jan-2023,display,desktop,cpc,132,Education,3035.56,873079,1881,721048,317205,256,0,0,10,3.4768,0.002154,0.4399,0.1361,,0.005316
Jan-2023,display,desktop,cpc,127,Technology & Computing,149.93,36259,76,25227,13277,11,0,0,0,4.1349,0.002096,0.5263,0.1447,,0.0
Jan-2023,display,desktop,cpc,127,Real Estate,370.65,109966,195,102012,57306,24,0,0,0,3.3706,0.001773,0.5618,0.1231,,0.0
Jan-2023,display,desktop,cpc,127,Shopping,126.39,32920,38,24708,10489,7,0,0,0,3.8394,0.001154,0.4245,0.1842,,0.0
Jan-2023,display,desktop,cpc,127,Business,665.17,213436,249,197632,98783,24,0,0,1,3.1165,0.001167,0.4998,0.0964,,0.004016
Jan-2023,display,desktop,cpc,127,Health & Fitness,45.74,16270,20,11436,5008,2,0,0,0,2.8111,0.001229,0.4379,0.1,,0.0
Jan-2023,display,desktop,cpc,127,Hobbies & Interests,2851.22,600662,662,504363,255496,15,0,0,5,4.7468,0.001102,0.5066,0.0227,,0.007553
Jan-2023,display,desktop,cpc,127,Automotive,44.42,18353,41,15207,7517,1,0,0,0,2.4206,0.002234,0.4943,0.0244,,0.0
Jan-2023,display,mobile-web,cpm,132,Travel,9.56,3453,7,2441,1093,0,0,0,0,2.7699,0.002027,0.4478,,,0.0
Jan-2023,display,mobile-web,cpm,132,Health & Fitness,30.56,7015,8,5487,2731,0,0,0,0,4.3561,0.00114,0.4977,,,0.0
Jan-2023,display,mobile-web,cpm,132,Hobbies & Interests,80.21,30656,23,28627,15757,2,0,0,0,2.6166,0.00075,0.5504,0.087,,0.0
Jan-2023,display,mobile-web,cpm,132,Shopping,7.72,3428,2,2905,1532,0,0,0,0,2.2524,0.000583,0.5274,,,0.0
Jan-2023,display,mobile-web,cpm,128,Automotive,1678.01,593099,984,404038,169322,200,0,0,5,2.8292,0.001659,0.4191,0.2033,,0.005081
Jan-2023,display,mobile-web,cpm,128,Education,6.9,2805,2,2543,1344,0,0,0,0,2.4601,0.000713,0.5285,,,0.0
Jan-2023,display,mobile-web,cpm,128,Shopping,370.39,91347,74,83938,38756,1,0,0,0,4.0548,0.00081,0.4617,0.0135,,0.0
Jan-2023,display,mobile-web,cpm,20,Technology & Computing,153.11,45527,93,34261,18621,7,0,0,0,3.363,0.002043,0.5435,0.0753,,0.0
Jan-2023,display,mobile-web,cpm,20,Automotive,10.21,2662,2,2057,1055,0,0,0,0,3.8366,0.000751,0.5129,,,0.0
Jan-2023,display,mobile-web,cpm,20,Education,159.96,37006,25,29465,16249,5,0,0,0,4.3227,0.000676,0.5515,0.2,,0.0
Jan-2023,display,mobile-web,cpm,20,Real Estate,71.75,21267,10,17279,7912,1,0,0,0,3.3737,0.00047,0.4579,0.1,,0.0
Jan-2023,display,mobile-web,cpm,20,News,170.13,34426,48,25189,11153,1,0,0,0,4.9419,0.001394,0.4428,0.0208,,0.0
Jan-2023,display,mobile-web,cpm,20,Hobbies & Interests,45.65,18176,27,14836,6806,4,0,0,0,2.5114,0.001485,0.4587,0.1481,,0.0
Jan-2023,display,mobile-web,cpm,20,Business,155.11,40130,66,37093,16445,7,0,0,0,3.8653,0.001645,0.4433,0.1061,,0.0
Jan-2023,display,mobile-web,cpm,116,Food & Drink,539.76,148430,79,129343,57161,3,0,0,0,3.6365,0.000532,0.4419,0.038,,0.0
Jan-2023,display,mobile-web,cpm,116,Health & Fitness,25.18,8419,9,6222,3286,1,0,0,0,2.9908,0.001069,0.5281,0.1111,,0.0
Jan-2023,display,mobile-web,cpm,116,Real Estate,8.13,2012,4,1437,762,0,0,0,0,4.0424,0.001988,0.5303,,,0.0
Jan-2023,display,mobile-web,cpm,116,News,32.09,8981,13,7914,3704,0,0,0,0,3.5732,0.001448,0.468,,,0.0
Jan-2023,display,mobile-web,cpm,116,Business,133.15,31528,42,24605,12878,3,0,0,0,4.2233,0.001332,0.5234,0.0714,,0.0
Jan-2023,display,mobile-web,cpm,116,Hobbies & Interests,232.64,79012,119,53528,25281,27,0,0,0,2.9444,0.001506,0.4723,0.2269,,0.0
Jan-2023,display,mobile-web,cpm,116,Arts & Entertainment,706.3,145747,182,118429,52686,40,0,0,0,4.846,0.001249,0.4449,0.2198,,0.0
Jan-2023,display,mobile-web,cpm,127,Arts & Entertainment,285.83,69331,137,55244,25133,9,0,0,0,4.1226,0.001976,0.4549,0.0657,,0.0
Jan-2023,display,mobile-web,cpm,127,Education,855.13,177093,92,164266,86415,5,0,0,0,4.8287,0.00052,0.5261,0.0543,,0.0
Jan-2023,display,mobile-web,cpm,127,Real Estate,17.26,3616,7,2864,1613,1,0,0,0,4.7736,0.001936,0.5632,0.1429,,0.0
Jan-2023,display,mobile-web,cpm,127,News,518.33,168502,327,139668,58908,23,0,0,0,3.0761,0.001941,0.4218,0.0703,,0.0
Jan-2023,display,mobile-web,cpm,127,Shopping,118.33,37754,66,28111,11980,9,0,0,2,3.1343,0.001748,0.4262,0.1364,,0.030303
Jan-2023,display,mobile-web,cpm,127,Hobbies & Interests,32.88,10692,16,8925,4946,1,0,0,0,3.0751,0.001496,0.5542,0.0625,,0.0
Jan-2023,display,mobile-web,cpm,127,Food & Drink,141.32,29352,55,22167,12672,10,0,0,0,4.8147,0.001874,0.5717,0.1818,,0.0
Jan-2023,display,mobile-web,cpm,127,Travel,607.64,172283,272,162846,89938,53,0,0,2,3.527,0.001579,0.5523,0.1949,,0.007353
Jan-2023,display,mobile-web,cpm,134,Travel,1239.07,434634,282,319965,150806,24,0,0,1,2.8508,0.000649,0.4713,0.0851,,0.003546
Jan-2023,display,mobile-web,cpm,134,Hobbies & Interests,22.71,9876,4,7686,4381,0,0,0,0,2.2992,0.000405,0.57,,,0.0
Jan-2023,display,mobile-web,cpm,134,Real Estate,719.12,148867,192,104223,53330,47,0,0,0,4.8306,0.00129,0.5117,0.2448,,0.0
Jan-2023,display,mobile-web,cpm,134,Health & Fitness,83.09,17220,27,13841,7070,1,0,0,0,4.825,0.001568,0.5108,0.037,,0.0
Jan-2023,display,mobile-web,cpm,134,News,36.01,8245,8,7756,3296,1,0,0,0,4.3675,0.00097,0.425,0.125,,0.0
Jan-2023,display,mobile-web,cpm,73,Shopping,46.3,9313,7,8171,3904,1,0,0,0,4.9713,0.000752,0.4778,0.1429,,0.0
Jan-2023,display,mobile-web,cpm,73,News,26.31,9367,13,7718,3924,0,0,0,0,2.8089,0.001388,0.5084,,,0.0
Jan-2023,display,mobile-web,cpm,73,Travel,231.41,79087,54,74080,41088,11,0,0,0,2.926,0.000683,0.5546,0.2037,,0.0
Jan-2023,display,mobile-web,cpm,87,Shopping,200.85,82818,98,60285,28583,18,0,0,2,2.4251,0.001183,0.4741,0.1837,,0.020408
Jan-2023,display,mobile-web,cpm,87,Travel,2272.51,943544,798,634853,331766,172,0,0,7,2.4085,0.000846,0.5226,0.2155,,0.008772
Jan-2023,display,mobile-web,cpm,87,Arts & Entertainment,10748.07,2391684,2573,1960510,1022936,209,0,0,14,4.4939,0.001076,0.5218,0.0812,,0.005441
Jan-2023,display,mobile-web,cpm,87,Automotive,43.0,9734,15,8859,4860,2,0,0,0,4.4175,0.001541,0.5486,0.1333,,0.0
Jan-2023,display,mobile-web,cpm,119,Health & Fitness,676.11,172653,311,157849,69570,68,0,0,0,3.916,0.001801,0.4407,0.2186,,0.0
Jan-2023,display,mobile-web,cpm,119,Business,933.97,207681,141,181316,84906,8,0,0,0,4.4971,0.000679,0.4683,0.0567,,0.0
Jan-2023,display,mobile-web,cpm,119,Education,58.62,26656,25,25172,12894,4,0,0,0,2.1991,0.000938,0.5122,0.16,,0.0
Jan-2023,display,mobile-web,cpm,119,Automotive,1000.78,252772,359,172414,92699,70,0,0,3,3.9592,0.00142,0.5377,0.195,,0.008357
Jan-2023,display,mobile-web,cpm,119,Technology & Computing,84.34,21322,45,19854,8576,8,0,0,0,3.9553,0.00211,0.432,0.1778,,0.0
Jan-2023,display,mobile-web,cpm,119,Arts & Entertainment,126.53,41825,72,34491,14710,7,0,0,0,3.0252,0.001721,0.4265,0.0972,,0.0
Jan-2023,display,mobile-web,cpm,119,News,39.87,9255,4,6914,2900,0,0,0,0,4.3077,0.000432,0.4194,,,0.0
Jan-2023,display,mobile-web,cpm,86,Education,204.51,49911,62,47372,21728,7,0,0,0,4.0974,0.001242,0.4587,0.1129,,0.0
Jan-2023,display,mobile-web,cpm,86,Health & Fitness,230.61,55885,47,47734,20470,8,0,0,0,4.1266,0.000841,0.4288,0.1702,,0.0
Jan-2023,display,mobile-web,cpm,86,Automotive,49.7,10253,7,9566,4624,0,0,0,0,4.8478,0.000683,0.4834,,,0.0
Jan-2023,display,mobile-web,cpm,86,Food & Drink,8.02,1624,1,1167,648,0,0,0,0,4.9407,0.000616,0.5553,,,0.0
Jan-2023,display,mobile-web,cpm,86,News,29.2,7285,8,5769,3177,1,0,0,0,4.0087,0.001098,0.5507,0.125,,0.0
Jan-2023,display,mobile-web,cpm,86,Travel,203.73,46907,92,39301,21015,4,0,0,0,4.3432,0.001961,0.5347,0.0435,,0.0
Jan-2023,display,mobile-web,cpm,86,Real Estate,274.36,57594,89,45755,24719,4,0,0,0,4.7636,0.001545,0.5402,0.0449,,0.0
Jan-2023,display,mobile-web,cpc,117,Education,20.55,7491,9,6177,2631,0,0,0,0,2.7436,0.001201,0.4259,,,0.0
Jan-2023,display,mobile-web,cpc,117,Technology & Computing,1975.6,647402,821,434881,181698,90,0,0,6,3.0516,0.001268,0.4178,0.1096,,0.007308
Jan-2023,display,mobile-web,cpc,117,Food & Drink,6.04,1462,2,967,519,0,0,0,0,4.1302,0.001368,0.5367,,,0.0
Jan-2023,display,mobile-web,cpc,117,News,284.53,99486,221,79555,34863,35,0,0,0,2.86,0.002221,0.4382,0.1584,,0.0
Jan-2023,display,mobile-web,cpc,117,Business,52.66,17005,23,12841,5517,0,0,0,0,3.0967,0.001353,0.4296,,,0.0
Jan-2023,display,mobile-web,cpc,117,Health & Fitness,87.52,26566,18,22762,11484,3,0,0,0,3.2943,0.000678,0.5045,0.1667,,0.0
Jan-2023,display,mobile-web,cpc,117,Shopping,713.22,314226,670,255273,108263,122,0,0,21,2.2698,0.002132,0.4241,0.1821,,0.031343
Jan-2023,display,mobile-web,cpc,120,Education,559.38,133702,253,119589,56081,9,0,0,1,4.1838,0.001892,0.4689,0.0356,,0.003953
Jan-2023,display,mobile-web,cpc,120,Real Estate,935.3,271126,436,235737,117425,16,0,0,1,3.4497,0.001608,0.4981,0.0367,,0.002294
Jan-2023,display,mobile-web,cpc,120,Shopping,103.82,36123,26,25855,14271,6,0,0,0,2.8742,0.00072,0.552,0.2308,,0.0
Jan-2023,display,mobile-web,cpc,137,News,261.32,64869,87,56161,28228,6,0,0,0,4.0285,0.001341,0.5026,0.069,,0.0
Jan-2023,display,mobile-web,cpc,137,Real Estate,44.29,9012,14,7696,3441,0,0,0,0,4.9149,0.001553,0.4471,,,0.0
Jan-2023,display,mobile-web,cpc,137,Travel,73.52,15926,28,12384,6586,2,0,0,0,4.6162,0.001758,0.5318,0.0714,,0.0
Jan-2023,display,mobile-web,cpc,125,Health & Fitness,6.21,1255,0,1033,569,0,0,0,0,4.951,0.0,0.5508,,,0.0
Jan-2023,display,mobile-web,cpc,125,Technology & Computing,1859.7,524447,1060,407241,226633,88,0,0,8,3.546,0.002021,0.5565,0.083,,0.007547
Jan-2023,display,mobile-web,cpc,125,Food & Drink,52.52,11081,9,9302,4773,1,0,0,0,4.7398,0.000812,0.5131,0.1111,,0.0
Jan-2023,display,mobile-web,cpc,73,Education,165.38,61591,54,43378,24618,11,0,0,0,2.6851,0.000877,0.5675,0.2037,,0.0
Jan-2023,display,mobile-web,cpc,73,Health & Fitness,116.32,40467,81,32553,15803,8,0,0,0,2.8745,0.002002,0.4855,0.0988,,0.0
